channel,pMP_U,pMP_p,pMP_AUC,pMP_median_control,pMP_median_MDD,pMP_n_control,pMP_n_MDD,HFD_U,HFD_p,HFD_AUC,HFD_median_control,HFD_median_MDD,HFD_n_control,HFD_n_MDD,pMP_pBonf,pMP_sig_p<0.05,pMP_sig_pBonf<0.05,pMP_sig_frontier,HFD_pBonf,HFD_sig_p<0.05,HFD_sig_pBonf<0.05,HFD_sig_frontier
109,301.0,0.6020918949814629,0.5452898550724637,18.958329489238437,19.02296155423118,24,23,234.0,0.3771397546659717,0.42391304347826086,0.6177003581417945,0.6353393553550002,24,23,30.4939098561232,False,False,False,25.423336426443147,False,False,False
110,318.0,0.3771397546659717,0.5760869565217391,18.772289178968684,18.71192953711068,24,23,193.0,0.07913681183968604,0.3496376811594203,0.5963083827633893,0.6196695566769796,24,23,23.949193338263925,False,False,False,8.740890649060944,False,False,False
111,326.0,0.2921439804957928,0.5905797101449275,18.661478224662236,18.33344697278956,24,23,230.0,0.33289241602703057,0.4166666666666667,0.5829047616544233,0.6014978464936029,24,23,6.584371632239698,False,False,False,36.521775757914995,False,False,False
112,308.0,0.5026254477381114,0.5579710144927537,18.550555208595323,18.159831273599806,24,23,255.0,0.6626415911148368,0.46195652173913043,0.5525261720885288,0.5628602355031617,24,23,17.74653443077937,False,False,False,32.13583785453721,False,False,False
113,294.0,0.7095766425318525,0.532608695652174,18.95140837173963,18.87127524152831,24,23,241.0,0.46282151671134464,0.4365942028985507,0.5594753371808869,0.598469197352241,24,23,22.245129262778484,False,False,False,11.75693605921118,False,False,False
114,270.0,0.9068221962682691,0.4891304347826087,18.94681363205473,18.938263972398108,24,23,228.0,0.3120800279457193,0.41304347826086957,0.5564434320697035,0.5807644949610118,24,23,8.465620670022469,False,False,False,37.79621391963286,False,False,False
115,298.0,0.6472754956287547,0.5398550724637681,18.958411062708212,19.03885385553376,24,23,265.0,0.8231815274918841,0.48007246376811596,0.6024330653793242,0.603354847083165,24,23,19.600049358272226,False,False,False,9.521639515618629,False,False,False
116,305.0,0.5441693209533585,0.552536231884058,18.867098874272507,18.97720295199933,24,23,209.0,0.15700576611852554,0.3786231884057971,0.5917130844719497,0.6089660253842644,24,23,13.349703899176207,False,False,False,36.58255620259926,False,False,False
117,312.0,0.4499549276146769,0.5652173913043478,18.753914221925356,18.57543847049321,24,23,233.0,0.3657515014317637,0.4221014492753623,0.5878290542283293,0.6069596895486931,24,23,29.336275521185044,False,False,False,34.62081126681118,False,False,False
118,320.0,0.35458034716422326,0.5797101449275363,18.66410035355409,18.26357356497212,24,23,274.0,0.9745341584953889,0.4963768115942029,0.5754033603900223,0.587687716259633,24,23,19.024411898580077,False,False,False,28.057129062935278,False,False,False
119,296.0,0.6781510107917366,0.5362318840579711,18.9968834310245,18.95842685442772,24,23,192.0,0.07556856758427484,0.34782608695652173,0.5564231303090025,0.583068162654781,24,23,7.524996151131083,False,False,False,8.010964681761648,False,False,False
120,269.0,0.8899802599450805,0.48731884057971014,18.933942320521552,18.948651199923383,24,23,216.0,0.20542570708751917,0.391304347826087,0.5496228483360304,0.5837694634567967,24,23,25.349862223529243,False,False,False,29.818112834173693,False,False,False
121,281.0,0.9237061355849945,0.5090579710144928,18.964195863479908,18.98202395050492,24,23,228.0,0.3120800279457193,0.41304347826086957,0.5468259162427352,0.5705019840431802,24,23,2.9236024754861667,False,False,False,31.843693874041417,False,False,False
122,284.0,0.8731878288255717,0.5144927536231884,18.969671817862395,18.959197872237983,24,23,247.0,0.5441693209533585,0.447463768115942,0.5713486600117279,0.5930600027597803,24,23,28.337966108091905,False,False,False,18.55319508672389,False,False,False
123,306.0,0.5301338579431278,0.5543478260869565,18.951170412203226,18.821080394990258,24,23,244.0,0.5026254477381114,0.4420289855072464,0.5752137817443443,0.5962751186495048,24,23,17.89865733751191,False,False,False,23.216499830962555,False,False,False
124,309.0,0.4891597095761495,0.5597826086956522,18.776757138362747,18.547759204566272,24,23,277.0,0.9915101046715017,0.5018115942028986,0.5826986170199604,0.5888406476222892,24,23,18.055663103630437,False,False,False,9.892101479960756,False,False,False
125,274.0,0.9745341584953889,0.4963768115942029,18.95959898508706,18.94384520562638,24,23,240.0,0.4499549276146769,0.43478260869565216,0.5462076702495428,0.5539006364417256,24,23,3.8981366339815557,False,False,False,37.31943065997936,False,False,False
126,272.0,0.9406245188913854,0.4927536231884058,18.995846151514193,18.96919483642454,24,23,250.0,0.5873528750166327,0.4528985507246377,0.5531008832505817,0.5683516201768306,24,23,21.996875918487426,False,False,False,9.605066117081288,False,False,False
127,253.0,0.6320582930091349,0.4583333333333333,18.868737603605624,18.96705097822419,24,23,251.0,0.6020918949814629,0.45471014492753625,0.5746623202437401,0.5711960697349696,24,23,21.971579196182116,False,False,False,26.505663644593472,False,False,False
128,263.0,0.7902256036823868,0.47644927536231885,18.855006505721448,18.938965522486217,24,23,244.0,0.5026254477381114,0.4420289855072464,0.5453850853160552,0.5568312898145242,24,23,31.088877621699915,False,False,False,4.787848702700124,False,False,False
