feature,channel,fold,accuracy,balanced_accuracy,auc,samples
pMP,104,5,0.5555555555555556,0.525,0.5,47
pMP,105,1,0.4,0.4,0.48000000000000004,47
pMP,105,2,0.5,0.5,0.32,47
pMP,105,3,0.5555555555555556,0.6,0.55,47
pMP,105,4,0.4444444444444444,0.4,0.30000000000000004,47
pMP,105,5,0.5555555555555556,0.5,0.45,47
pMP,106,1,0.4,0.4,0.48,47
pMP,106,2,0.5,0.5,0.6800000000000002,47
pMP,106,3,0.2222222222222222,0.225,0.65,47
pMP,106,4,0.4444444444444444,0.4,0.30000000000000004,47
pMP,106,5,0.5555555555555556,0.5,0.55,47
pMP,107,1,0.5,0.5,0.48,47
pMP,107,2,0.5,0.5,0.56,47
pMP,107,3,0.4444444444444444,0.475,0.55,47
pMP,107,4,0.5555555555555556,0.525,0.5,47
pMP,107,5,0.5555555555555556,0.5,0.65,47
pMP,108,1,0.5,0.5,0.43999999999999995,47
pMP,108,2,0.5,0.5,0.56,47
pMP,108,3,0.4444444444444444,0.5,0.5,47
pMP,108,4,0.3333333333333333,0.3,0.4,47
pMP,108,5,0.5555555555555556,0.6,0.44999999999999996,47
pMP,109,1,0.4,0.4,0.48,47
pMP,109,2,0.5,0.5,0.4000000000000001,47
pMP,109,3,0.4444444444444444,0.5,0.3,47
pMP,109,4,0.3333333333333333,0.3,0.45000000000000007,47
pMP,109,5,0.5555555555555556,0.5,0.6,47
pMP,110,1,0.4,0.4,0.44000000000000006,47
pMP,110,2,0.5,0.5,0.6,47
pMP,110,3,0.4444444444444444,0.5,0.8,47
pMP,110,4,0.4444444444444444,0.4,0.35000000000000003,47
pMP,110,5,0.4444444444444444,0.5,0.5,47
pMP,111,1,0.4,0.4,0.36,47
pMP,111,2,0.7,0.7,0.32,47
pMP,111,3,0.4444444444444444,0.425,0.55,47
pMP,111,4,0.4444444444444444,0.4,0.35000000000000003,47
pMP,111,5,0.5555555555555556,0.5,0.4,47
pMP,112,1,0.4,0.4,0.48,47
pMP,112,2,0.5,0.5,0.6,47
pMP,112,3,0.5555555555555556,0.6,0.65,47
pMP,112,4,0.4444444444444444,0.4,0.30000000000000004,47
pMP,112,5,0.5555555555555556,0.5,0.55,47
pMP,113,1,0.5,0.5,0.52,47
pMP,113,2,0.5,0.5,0.72,47
pMP,113,3,0.4444444444444444,0.5,0.5,47
pMP,113,4,0.5555555555555556,0.525,0.45,47
pMP,113,5,0.4444444444444444,0.5,0.35000000000000003,47
pMP,114,1,0.5,0.5,0.44,47
pMP,114,2,0.5,0.5,0.6,47
pMP,114,3,0.4444444444444444,0.5,0.55,47
pMP,114,4,0.5555555555555556,0.525,0.6,47
pMP,114,5,0.4444444444444444,0.5,0.4,47
pMP,115,1,0.5,0.5,0.6,47
pMP,115,2,0.5,0.5,0.52,47
pMP,115,3,0.4444444444444444,0.5,0.7,47
pMP,115,4,0.4444444444444444,0.425,0.45000000000000007,47
pMP,115,5,0.4444444444444444,0.4,0.6,47
pMP,116,1,0.3,0.3,0.4,47
pMP,116,2,0.5,0.5,0.44000000000000006,47
pMP,116,3,0.4444444444444444,0.5,0.6,47
pMP,116,4,0.4444444444444444,0.4,0.45000000000000007,47
pMP,116,5,0.4444444444444444,0.5,0.44999999999999996,47
pMP,117,1,0.4,0.4,0.48,47
pMP,117,2,0.5,0.5,0.32,47
pMP,117,3,0.4444444444444444,0.5,0.39999999999999997,47
pMP,117,4,0.4444444444444444,0.4,0.35000000000000003,47
pMP,117,5,0.5555555555555556,0.5,0.45,47
pMP,118,1,0.5,0.5,0.4,47
pMP,118,2,0.7,0.7,0.32,47
pMP,118,3,0.4444444444444444,0.5,0.5,47
pMP,118,4,0.4444444444444444,0.4,0.30000000000000004,47
pMP,118,5,0.5555555555555556,0.5,0.55,47
pMP,119,1,0.5,0.5,0.52,47
pMP,119,2,0.5,0.5,0.6799999999999999,47
pMP,119,3,0.4444444444444444,0.5,0.5,47
pMP,119,4,0.5555555555555556,0.525,0.5,47
pMP,119,5,0.5555555555555556,0.5,0.525,47
pMP,120,1,0.5,0.5,0.52,47
pMP,120,2,0.5,0.5,0.68,47
pMP,120,3,0.4444444444444444,0.5,0.44999999999999996,47
pMP,120,4,0.5555555555555556,0.525,0.55,47
pMP,120,5,0.4444444444444444,0.5,0.4,47
pMP,121,1,0.5,0.5,0.52,47
pMP,121,2,0.5,0.5,0.56,47
pMP,121,3,0.4444444444444444,0.5,0.65,47
pMP,121,4,0.5555555555555556,0.525,0.55,47
pMP,121,5,0.4444444444444444,0.5,0.44999999999999996,47
pMP,122,1,0.5,0.5,0.44000000000000006,47
pMP,122,2,0.5,0.5,0.44000000000000006,47
pMP,122,3,0.4444444444444444,0.5,0.65,47
pMP,122,4,0.4444444444444444,0.4,0.6,47
pMP,122,5,0.5555555555555556,0.5,0.6000000000000001,47
pMP,123,1,0.4,0.4,0.44000000000000006,47
pMP,123,2,0.5,0.5,0.4,47
pMP,123,3,0.4444444444444444,0.5,0.35,47
pMP,123,4,0.4444444444444444,0.4,0.45000000000000007,47
pMP,123,5,0.5555555555555556,0.5,0.6000000000000001,47
pMP,124,1,0.4,0.4,0.44000000000000006,47
pMP,124,2,0.5,0.5,0.32,47
pMP,124,3,0.4444444444444444,0.5,0.39999999999999997,47
pMP,124,4,0.4444444444444444,0.4,0.4,47
pMP,124,5,0.5555555555555556,0.5,0.45,47
pMP,125,1,0.5,0.5,0.44,47
pMP,125,2,0.5,0.5,0.56,47
pMP,125,3,0.4444444444444444,0.5,0.5,47
pMP,125,4,0.5555555555555556,0.525,0.65,47
pMP,125,5,0.4444444444444444,0.5,0.44999999999999996,47
pMP,126,1,0.5,0.5,0.44,47
pMP,126,2,0.5,0.5,0.44,47
pMP,126,3,0.4444444444444444,0.5,0.35,47
pMP,126,4,0.4444444444444444,0.475,0.55,47
pMP,126,5,0.4444444444444444,0.5,0.5,47
pMP,127,1,0.5,0.5,0.48,47
pMP,127,2,0.5,0.5,0.44,47
pMP,127,3,0.4444444444444444,0.5,0.2,47
pMP,127,4,0.4444444444444444,0.475,0.55,47
pMP,127,5,0.5555555555555556,0.6,0.44999999999999996,47
pMP,128,1,0.5,0.5,0.52,47
pMP,128,2,0.5,0.5,0.4,47
pMP,128,3,0.4444444444444444,0.5,0.55,47
pMP,128,4,0.4444444444444444,0.475,0.4,47
pMP,128,5,0.4444444444444444,0.5,0.55,47
HFD,1,1,0.2,0.2,0.72,47
HFD,1,2,0.1,0.1,0.9600000000000001,47
HFD,1,3,0.4444444444444444,0.5,0.35,47
HFD,1,4,0.4444444444444444,0.475,0.75,47
HFD,1,5,0.5555555555555556,0.525,0.5,47
HFD,2,1,0.4,0.4,0.64,47
HFD,2,2,0.1,0.1,0.8800000000000001,47
HFD,2,3,0.4444444444444444,0.5,0.7,47
HFD,2,4,0.3333333333333333,0.325,0.825,47
HFD,2,5,0.5555555555555556,0.55,0.4,47
HFD,3,1,0.5,0.5,0.44000000000000006,47
HFD,3,2,0.3,0.3,0.6000000000000001,47
HFD,3,3,0.4444444444444444,0.5,0.3,47
HFD,3,4,0.3333333333333333,0.35,0.7500000000000001,47
HFD,3,5,0.2222222222222222,0.2,0.6499999999999999,47
HFD,4,1,0.3,0.30000000000000004,0.6800000000000002,47
HFD,4,2,0.4,0.4,0.68,47
HFD,4,3,0.4444444444444444,0.5,0.5,47
HFD,4,4,0.3333333333333333,0.325,0.65,47
HFD,4,5,0.2222222222222222,0.2,0.6499999999999999,47
HFD,5,1,0.5,0.5,0.68,47
HFD,5,2,0.6,0.6,0.44000000000000006,47
HFD,5,3,0.4444444444444444,0.5,0.45,47
HFD,5,4,0.4444444444444444,0.45,0.65,47
HFD,5,5,0.3333333333333333,0.3,0.6499999999999999,47
HFD,6,1,0.5,0.5,0.24000000000000005,47
HFD,6,2,0.7,0.7,0.44000000000000006,47
HFD,6,3,0.4444444444444444,0.5,0.49999999999999994,47
HFD,6,4,0.6666666666666666,0.675,0.4,47
HFD,6,5,0.3333333333333333,0.3,0.6,47
HFD,7,1,0.5,0.5,0.76,47
HFD,7,2,0.7,0.7,0.44,47
HFD,7,3,0.4444444444444444,0.5,0.6,47
HFD,7,4,0.6666666666666666,0.675,0.45,47
HFD,7,5,0.4444444444444444,0.4,0.6499999999999999,47
HFD,8,1,0.4,0.4,0.43999999999999995,47
HFD,8,2,0.5,0.5,1.0,47
HFD,8,3,0.4444444444444444,0.45,0.525,47
HFD,8,4,0.3333333333333333,0.325,0.4,47
HFD,8,5,0.5555555555555556,0.525,0.35000000000000003,47
HFD,9,1,0.5,0.5,0.56,47
HFD,9,2,0.5,0.5,0.15999999999999998,47
HFD,9,3,0.4444444444444444,0.475,0.5499999999999999,47
HFD,9,4,0.3333333333333333,0.3,0.7500000000000001,47
HFD,9,5,0.5555555555555556,0.6,0.7,47
HFD,10,1,0.5,0.5,0.36,47
HFD,10,2,0.4,0.4,0.68,47
HFD,10,3,0.4444444444444444,0.5,0.55,47
HFD,10,4,0.3333333333333333,0.325,0.75,47
HFD,10,5,0.3333333333333333,0.325,0.6,47
HFD,11,1,0.5,0.5,0.28,47
HFD,11,2,0.5,0.5,0.44000000000000006,47
HFD,11,3,0.4444444444444444,0.5,0.55,47
HFD,11,4,0.4444444444444444,0.45,0.6,47
HFD,11,5,0.2222222222222222,0.2,0.6,47
HFD,12,1,0.5,0.5,0.7600000000000001,47
HFD,12,2,0.6,0.6,0.44,47
HFD,12,3,0.4444444444444444,0.5,0.5,47
HFD,12,4,0.6666666666666666,0.675,0.35,47
HFD,12,5,0.3333333333333333,0.3,0.6,47
HFD,13,1,0.5,0.5,0.7200000000000001,47
HFD,13,2,0.5,0.5,0.56,47
HFD,13,3,0.4444444444444444,0.5,0.6,47
HFD,13,4,0.4444444444444444,0.45,0.6,47
HFD,13,5,0.3333333333333333,0.3,0.6499999999999999,47
HFD,14,1,0.5,0.5,0.48,47
HFD,14,2,0.5,0.5,0.76,47
HFD,14,3,0.4444444444444444,0.5,0.6499999999999999,47
HFD,14,4,0.4444444444444444,0.425,0.6000000000000001,47
HFD,14,5,0.4444444444444444,0.5,0.55,47
HFD,15,1,0.5,0.5,0.43999999999999995,47
HFD,15,2,0.5,0.5,0.36000000000000004,47
HFD,15,3,0.3333333333333333,0.375,0.525,47
HFD,15,4,0.5555555555555556,0.5,0.65,47
HFD,15,5,0.5555555555555556,0.5,0.4,47
HFD,16,1,0.5,0.5,0.52,47
HFD,16,2,0.5,0.5,0.6799999999999999,47
HFD,16,3,0.4444444444444444,0.5,0.45,47
HFD,16,4,0.3333333333333333,0.35,0.7000000000000001,47
HFD,16,5,0.3333333333333333,0.325,0.6,47
HFD,17,1,0.5,0.5,0.56,47
HFD,17,2,0.3,0.30000000000000004,0.72,47
HFD,17,3,0.4444444444444444,0.5,0.35,47
HFD,17,4,0.5555555555555556,0.55,0.55,47
HFD,17,5,0.3333333333333333,0.3,0.65,47
HFD,18,1,0.5,0.5,0.6000000000000001,47
HFD,18,2,0.5,0.5,0.7200000000000001,47
HFD,18,3,0.4444444444444444,0.5,0.45,47
HFD,18,4,0.2222222222222222,0.225,0.7000000000000001,47
HFD,18,5,0.5555555555555556,0.6,0.7,47
HFD,19,1,0.5,0.5,0.68,47
HFD,19,2,0.5,0.5,0.32,47
HFD,19,3,0.4444444444444444,0.5,0.55,47
HFD,19,4,0.3333333333333333,0.325,0.65,47
HFD,19,5,0.3333333333333333,0.3,0.7,47
HFD,20,1,0.3,0.30000000000000004,0.68,47
HFD,20,2,0.5,0.5,0.52,47
HFD,20,3,0.4444444444444444,0.5,0.39999999999999997,47
HFD,20,4,0.3333333333333333,0.325,0.65,47
HFD,20,5,0.3333333333333333,0.3,0.7,47
HFD,21,1,0.4,0.4,0.44,47
HFD,21,2,0.7,0.7,0.24,47
HFD,21,3,0.5555555555555556,0.575,0.5,47
HFD,21,4,0.4444444444444444,0.425,0.5,47
HFD,21,5,0.5555555555555556,0.525,0.2,47
HFD,22,1,0.3,0.30000000000000004,0.6,47
HFD,22,2,0.5,0.5,0.12,47
HFD,22,3,0.4444444444444444,0.475,0.45000000000000007,47
HFD,22,4,0.5555555555555556,0.55,0.4,47
HFD,22,5,0.7777777777777778,0.775,0.30000000000000004,47
HFD,23,1,0.5,0.5,0.56,47
HFD,23,2,0.5,0.5,0.24,47
HFD,23,3,0.3333333333333333,0.375,0.44999999999999996,47
HFD,23,4,0.3333333333333333,0.325,0.75,47
HFD,23,5,0.5555555555555556,0.525,0.35,47
HFD,24,1,0.5,0.5,0.31999999999999995,47
HFD,24,2,0.3,0.30000000000000004,0.64,47
HFD,24,3,0.4444444444444444,0.5,0.5,47
HFD,24,4,0.3333333333333333,0.325,0.7,47
HFD,24,5,0.3333333333333333,0.3,0.7,47
HFD,25,1,0.5,0.5,0.52,47
HFD,25,2,0.5,0.5,0.92,47
HFD,25,3,0.3333333333333333,0.35,0.6,47
HFD,25,4,0.3333333333333333,0.325,0.55,47
HFD,25,5,0.4444444444444444,0.4,0.5,47
HFD,26,1,0.5,0.5,0.6399999999999999,47
HFD,26,2,0.5,0.5,0.8,47
HFD,26,3,0.4444444444444444,0.425,0.65,47
HFD,26,4,0.3333333333333333,0.35,0.65,47
HFD,26,5,0.3333333333333333,0.325,0.7000000000000001,47
HFD,27,1,0.5,0.5,0.8,47
HFD,27,2,0.4,0.4,0.6000000000000001,47
HFD,27,3,0.4444444444444444,0.5,0.4,47
HFD,27,4,0.3333333333333333,0.35,0.8,47
HFD,27,5,0.3333333333333333,0.3,0.30000000000000004,47
HFD,28,1,0.5,0.5,0.8400000000000001,47
HFD,28,2,0.5,0.5,0.5599999999999999,47
HFD,28,3,0.4444444444444444,0.5,0.39999999999999997,47
HFD,28,4,0.3333333333333333,0.325,0.7,47
HFD,28,5,0.3333333333333333,0.3,0.6499999999999999,47
HFD,29,1,0.5,0.5,0.92,47
HFD,29,2,0.6,0.6,0.56,47
HFD,29,3,0.4444444444444444,0.5,0.49999999999999994,47
HFD,29,4,0.6666666666666666,0.675,0.30000000000000004,47
HFD,29,5,0.3333333333333333,0.3,0.6,47
HFD,30,1,0.5,0.5,0.92,47
HFD,30,2,0.4,0.4,0.6,47
HFD,30,3,0.4444444444444444,0.5,0.55,47
HFD,30,4,0.6666666666666666,0.675,0.35000000000000003,47
HFD,30,5,0.3333333333333333,0.3,0.65,47
HFD,31,1,0.5,0.5,0.12,47
HFD,31,2,0.4,0.4,0.52,47
HFD,31,3,0.4444444444444444,0.5,0.3,47
HFD,31,4,0.6666666666666666,0.675,0.4,47
HFD,31,5,0.4444444444444444,0.4,0.6499999999999999,47
HFD,32,1,0.4,0.4,0.76,47
HFD,32,2,0.3,0.30000000000000004,0.7,47
HFD,32,3,0.4444444444444444,0.5,0.8,47
HFD,32,4,0.3333333333333333,0.3,0.5,47
HFD,32,5,0.4444444444444444,0.425,0.7,47
HFD,33,1,0.4,0.4,0.76,47
HFD,33,2,0.3,0.30000000000000004,0.8,47
HFD,33,3,0.4444444444444444,0.5,0.75,47
HFD,33,4,0.3333333333333333,0.35,0.65,47
HFD,33,5,0.3333333333333333,0.3,0.65,47
HFD,34,1,0.8,0.8,0.19999999999999998,47
HFD,34,2,0.5,0.5,0.5599999999999999,47
HFD,34,3,0.6666666666666666,0.675,0.39999999999999997,47
HFD,34,4,0.7777777777777778,0.8,0.30000000000000004,47
HFD,34,5,0.3333333333333333,0.3,0.5,47
HFD,35,1,0.7,0.7,0.19999999999999998,47
HFD,35,2,0.5,0.5,0.48,47
HFD,35,3,0.5555555555555556,0.575,0.24999999999999997,47
HFD,35,4,0.7777777777777778,0.8,0.30000000000000004,47
HFD,35,5,0.3333333333333333,0.3,0.35000000000000003,47
HFD,36,1,0.5,0.5,0.12,47
HFD,36,2,0.5,0.5,0.5599999999999999,47
HFD,36,3,0.6666666666666666,0.7,0.3,47
HFD,36,4,0.6666666666666666,0.675,0.30000000000000004,47
HFD,36,5,0.4444444444444444,0.425,0.5,47
HFD,37,1,0.5,0.5,0.15999999999999998,47
HFD,37,2,0.4,0.4,0.72,47
HFD,37,3,0.4444444444444444,0.5,0.35,47
HFD,37,4,0.6666666666666666,0.675,0.35000000000000003,47
HFD,37,5,0.4444444444444444,0.425,0.6500000000000001,47
HFD,38,1,0.5,0.5,0.8,47
HFD,38,2,0.2,0.2,0.76,47
HFD,38,3,0.4444444444444444,0.5,0.2,47
HFD,38,4,0.3333333333333333,0.325,0.7000000000000001,47
HFD,38,5,0.3333333333333333,0.325,0.7,47
HFD,39,1,0.5,0.5,0.6800000000000002,47
HFD,39,2,0.5,0.5,0.4000000000000001,47
HFD,39,3,0.4444444444444444,0.5,0.8500000000000001,47
HFD,39,4,0.4444444444444444,0.4,0.6,47
HFD,39,5,0.3333333333333333,0.325,0.225,47
HFD,40,1,0.6,0.6,0.27999999999999997,47
HFD,40,2,0.6,0.6,0.7000000000000001,47
HFD,40,3,0.6666666666666666,0.7,0.24999999999999997,47
HFD,40,4,0.5555555555555556,0.525,0.30000000000000004,47
HFD,40,5,0.4444444444444444,0.4,0.4,47
HFD,41,1,0.5,0.5,0.39999999999999997,47
HFD,41,2,0.5,0.5,0.56,47
HFD,41,3,0.4444444444444444,0.5,0.44999999999999996,47
HFD,41,4,0.5555555555555556,0.575,0.35000000000000003,47
HFD,41,5,0.3333333333333333,0.3,0.35,47
HFD,42,1,0.5,0.5,0.72,47
HFD,42,2,0.5,0.5,0.68,47
HFD,42,3,0.4444444444444444,0.5,0.7,47
HFD,42,4,0.6666666666666666,0.675,0.30000000000000004,47
HFD,42,5,0.2222222222222222,0.2,0.7500000000000001,47
HFD,43,1,0.5,0.5,0.76,47
HFD,43,2,0.3,0.3,0.64,47
HFD,43,3,0.4444444444444444,0.5,0.2,47
HFD,43,4,0.5555555555555556,0.575,0.35000000000000003,47
HFD,43,5,0.4444444444444444,0.45,0.6000000000000001,47
HFD,44,1,0.8,0.8,0.27999999999999997,47
HFD,44,2,0.3,0.3,0.64,47
HFD,44,3,0.4444444444444444,0.5,0.35,47
HFD,44,4,0.5555555555555556,0.575,0.35000000000000003,47
HFD,44,5,0.5555555555555556,0.55,0.55,47
HFD,45,1,0.5,0.5,0.56,47
HFD,45,2,0.4,0.4,0.6799999999999999,47
HFD,45,3,0.4444444444444444,0.5,0.85,47
HFD,45,4,0.5555555555555556,0.575,0.49999999999999994,47
HFD,45,5,0.4444444444444444,0.425,0.6000000000000001,47
HFD,46,1,0.5,0.5,0.24,47
HFD,46,2,0.4,0.4,0.6,47
HFD,46,3,0.4444444444444444,0.5,0.7,47
HFD,46,4,0.5555555555555556,0.575,0.44999999999999996,47
HFD,46,5,0.4444444444444444,0.425,0.4,47
HFD,47,1,0.5,0.5,0.36,47
HFD,47,2,0.5,0.5,0.64,47
HFD,47,3,0.4444444444444444,0.5,0.7,47
HFD,47,4,0.5555555555555556,0.575,0.275,47
HFD,47,5,0.3333333333333333,0.325,0.7000000000000001,47
HFD,48,1,0.5,0.5,0.56,47
HFD,48,2,0.3,0.3,0.56,47
HFD,48,3,0.4444444444444444,0.5,0.2,47
HFD,48,4,0.4444444444444444,0.475,0.55,47
HFD,48,5,0.5555555555555556,0.525,0.55,47
HFD,49,1,0.7,0.7,0.32000000000000006,47
HFD,49,2,0.5,0.5,0.56,47
HFD,49,3,0.5555555555555556,0.6,0.4,47
HFD,49,4,0.4444444444444444,0.475,0.5,47
HFD,49,5,0.7777777777777778,0.8,0.35000000000000003,47
HFD,50,1,0.5,0.5,0.36,47
HFD,50,2,0.4,0.4,0.6400000000000001,47
HFD,50,3,0.4444444444444444,0.5,0.6,47
HFD,50,4,0.7777777777777778,0.8,0.30000000000000004,47
HFD,50,5,0.4444444444444444,0.425,0.6000000000000001,47
HFD,51,1,0.5,0.5,0.24,47
HFD,51,2,0.5,0.5,0.6000000000000001,47
HFD,51,3,0.6666666666666666,0.7,0.35,47
HFD,51,4,0.6666666666666666,0.675,0.2,47
HFD,51,5,0.4444444444444444,0.425,0.6500000000000001,47
HFD,52,1,0.5,0.5,0.76,47
HFD,52,2,0.4,0.4,0.64,47
HFD,52,3,0.4444444444444444,0.5,0.35,47
HFD,52,4,0.6666666666666666,0.675,0.30000000000000004,47
HFD,52,5,0.3333333333333333,0.325,0.7,47
HFD,53,1,0.5,0.5,0.8400000000000001,47
HFD,53,2,0.5,0.5,0.64,47
HFD,53,3,0.4444444444444444,0.5,0.7,47
HFD,53,4,0.5555555555555556,0.575,0.35000000000000003,47
HFD,53,5,0.2222222222222222,0.2,0.7500000000000001,47
HFD,54,1,0.5,0.5,0.15999999999999998,47
HFD,54,2,0.3,0.30000000000000004,0.64,47
HFD,54,3,0.6666666666666666,0.65,0.3,47
HFD,54,4,0.5555555555555556,0.575,0.35000000000000003,47
HFD,54,5,0.5555555555555556,0.525,0.35000000000000003,47
HFD,55,1,0.7,0.7,0.12000000000000002,47
HFD,55,2,0.5,0.5,0.6000000000000001,47
HFD,55,3,0.5555555555555556,0.6,0.3,47
HFD,55,4,0.5555555555555556,0.55,0.4,47
HFD,55,5,0.4444444444444444,0.4,0.5,47
HFD,56,1,0.5,0.5,0.6000000000000001,47
HFD,56,2,0.5,0.5,0.68,47
HFD,56,3,0.4444444444444444,0.5,0.5,47
HFD,56,4,0.5555555555555556,0.575,0.5,47
HFD,56,5,0.3333333333333333,0.3,0.55,47
HFD,57,1,0.8,0.8,0.22,47
HFD,57,2,0.6,0.6000000000000001,0.64,47
HFD,57,3,0.6666666666666666,0.7,0.35,47
HFD,57,4,0.6666666666666666,0.65,0.225,47
HFD,57,5,0.3333333333333333,0.325,0.45,47
HFD,58,1,0.5,0.5,0.19999999999999998,47
HFD,58,2,0.5,0.5,0.6799999999999999,47
HFD,58,3,0.5555555555555556,0.575,0.35,47
HFD,58,4,0.5555555555555556,0.575,0.3,47
HFD,58,5,0.5555555555555556,0.525,0.6000000000000001,47
HFD,59,1,0.5,0.5,0.23999999999999996,47
HFD,59,2,0.4,0.4,0.72,47
HFD,59,3,0.4444444444444444,0.45,0.39999999999999997,47
HFD,59,4,0.6666666666666666,0.675,0.2,47
HFD,59,5,0.5555555555555556,0.525,0.6000000000000001,47
HFD,60,1,0.5,0.5,0.23999999999999996,47
HFD,60,2,0.3,0.30000000000000004,0.76,47
HFD,60,3,0.4444444444444444,0.5,0.35,47
HFD,60,4,0.6666666666666666,0.675,0.35000000000000003,47
HFD,60,5,0.3333333333333333,0.3,0.525,47
HFD,61,1,0.5,0.5,0.72,47
HFD,61,2,0.3,0.3,0.72,47
HFD,61,3,0.4444444444444444,0.475,0.35,47
HFD,61,4,0.4444444444444444,0.475,0.35000000000000003,47
HFD,61,5,0.4444444444444444,0.425,0.6000000000000001,47
HFD,62,1,0.7,0.7,0.16,47
HFD,62,2,0.4,0.4,0.64,47
HFD,62,3,0.4444444444444444,0.45,0.35,47
HFD,62,4,0.5555555555555556,0.575,0.25,47
HFD,62,5,0.4444444444444444,0.4,0.6,47
HFD,63,1,0.4,0.4,0.44,47
HFD,63,2,0.5,0.5,0.58,47
HFD,63,3,0.4444444444444444,0.5,0.5,47
HFD,63,4,0.6666666666666666,0.675,0.30000000000000004,47
HFD,63,5,0.4444444444444444,0.475,0.6000000000000001,47
HFD,64,1,0.7,0.7,0.2,47
HFD,64,2,0.5,0.5,0.64,47
HFD,64,3,0.5555555555555556,0.575,0.39999999999999997,47
HFD,64,4,0.5555555555555556,0.575,0.3,47
HFD,64,5,0.5555555555555556,0.525,0.5,47
HFD,65,1,0.5,0.5,0.23999999999999996,47
HFD,65,2,0.4,0.4,0.6799999999999999,47
HFD,65,3,0.4444444444444444,0.45,0.44999999999999996,47
HFD,65,4,0.6666666666666666,0.675,0.3,47
HFD,65,5,0.5555555555555556,0.525,0.49999999999999994,47
HFD,66,1,0.5,0.5,0.76,47
HFD,66,2,0.4,0.4,0.72,47
HFD,66,3,0.4444444444444444,0.45,0.39999999999999997,47
HFD,66,4,0.5555555555555556,0.575,0.2,47
HFD,66,5,0.5555555555555556,0.525,0.45,47
HFD,67,1,0.5,0.5,0.72,47
HFD,67,2,0.4,0.4,0.8,47
HFD,67,3,0.4444444444444444,0.45,0.35,47
HFD,67,4,0.5555555555555556,0.575,0.30000000000000004,47
HFD,67,5,0.4444444444444444,0.4,0.5,47
HFD,68,1,0.5,0.5,0.28,47
HFD,68,2,0.4,0.4,0.8,47
HFD,68,3,0.4444444444444444,0.45,0.35,47
HFD,68,4,0.5555555555555556,0.575,0.30000000000000004,47
HFD,68,5,0.4444444444444444,0.4,0.5,47
HFD,69,1,0.7,0.7,0.24000000000000002,47
HFD,69,2,0.4,0.4,0.6799999999999999,47
HFD,69,3,0.4444444444444444,0.45,0.5499999999999999,47
HFD,69,4,0.6666666666666666,0.675,0.25,47
HFD,69,5,0.6666666666666666,0.65,0.4,47
HFD,70,1,0.6,0.6000000000000001,0.36,47
HFD,70,2,0.4,0.4,0.72,47
HFD,70,3,0.4444444444444444,0.45,0.49999999999999994,47
HFD,70,4,0.5555555555555556,0.575,0.2,47
HFD,70,5,0.6666666666666666,0.675,0.30000000000000004,47
HFD,71,1,0.5,0.5,0.76,47
HFD,71,2,0.4,0.4,0.76,47
HFD,71,3,0.4444444444444444,0.5,0.55,47
HFD,71,4,0.5555555555555556,0.575,0.25,47
HFD,71,5,0.6666666666666666,0.675,0.4,47
HFD,72,1,0.8,0.8,0.19999999999999998,47
HFD,72,2,0.4,0.4,0.72,47
HFD,72,3,0.4444444444444444,0.5,0.3,47
HFD,72,4,0.4444444444444444,0.475,0.25,47
HFD,72,5,0.4444444444444444,0.4,0.4,47
HFD,73,1,0.6,0.6,0.32000000000000006,47
HFD,73,2,0.5,0.5,0.36,47
HFD,73,3,0.5555555555555556,0.55,0.55,47
HFD,73,4,0.7777777777777778,0.8,0.1,47
HFD,73,5,0.6666666666666666,0.65,0.15000000000000002,47
HFD,74,1,0.8,0.8,0.16,47
HFD,74,2,0.4,0.4,0.6799999999999999,47
HFD,74,3,0.4444444444444444,0.45,0.55,47
HFD,74,4,0.5555555555555556,0.575,0.3,47
HFD,74,5,0.7777777777777778,0.775,0.30000000000000004,47
HFD,75,1,0.5,0.5,0.8,47
HFD,75,2,0.4,0.4,0.6799999999999999,47
HFD,75,3,0.4444444444444444,0.5,0.5,47
HFD,75,4,0.3333333333333333,0.325,0.8,47
HFD,75,5,0.5555555555555556,0.575,0.5,47
HFD,76,1,0.5,0.5,0.12,47
HFD,76,2,0.4,0.4,0.72,47
HFD,76,3,0.4444444444444444,0.5,0.6,47
HFD,76,4,0.5555555555555556,0.575,0.25,47
HFD,76,5,0.3333333333333333,0.3,0.55,47
HFD,77,1,0.5,0.5,0.08000000000000002,47
HFD,77,2,0.4,0.4,0.76,47
HFD,77,3,0.4444444444444444,0.5,0.3,47
HFD,77,4,0.5555555555555556,0.575,0.30000000000000004,47
HFD,77,5,0.3333333333333333,0.3,0.6,47
HFD,78,1,0.5,0.5,0.8400000000000001,47
HFD,78,2,0.3,0.30000000000000004,0.72,47
HFD,78,3,0.4444444444444444,0.5,0.65,47
HFD,78,4,0.4444444444444444,0.475,0.45,47
HFD,78,5,0.3333333333333333,0.3,0.7,47
HFD,79,1,0.5,0.5,0.88,47
HFD,79,2,0.4,0.4,0.56,47
HFD,79,3,0.4444444444444444,0.5,0.65,47
HFD,79,4,0.4444444444444444,0.475,0.5,47
HFD,79,5,0.3333333333333333,0.3,0.30000000000000004,47
HFD,80,1,0.5,0.5,0.07999999999999999,47
HFD,80,2,0.5,0.5,0.44,47
HFD,80,3,0.4444444444444444,0.5,0.35,47
HFD,80,4,0.6666666666666666,0.675,0.4,47
HFD,80,5,0.3333333333333333,0.3,0.6499999999999999,47
HFD,81,1,0.7,0.7,0.2,47
