feature,channel,fold,accuracy,balanced_accuracy,auc,samples
combined,59,5,0.3333333333333333,0.3,0.55,47
combined,60,1,0.5,0.5,0.28,47
combined,60,2,0.6,0.6000000000000001,0.52,47
combined,60,3,0.7777777777777778,0.775,0.15,47
combined,60,4,0.4444444444444444,0.425,0.6499999999999999,47
combined,60,5,0.4444444444444444,0.425,0.5249999999999999,47
combined,61,1,0.4,0.4,0.4,47
combined,61,2,0.3,0.3,0.76,47
combined,61,3,0.4444444444444444,0.5,0.35,47
combined,61,4,0.5555555555555556,0.55,0.35000000000000003,47
combined,61,5,0.5555555555555556,0.525,0.55,47
combined,62,1,0.4,0.4,0.32,47
combined,62,2,0.4,0.4,0.62,47
combined,62,3,0.4444444444444444,0.45,0.45,47
combined,62,4,0.6666666666666666,0.675,0.25,47
combined,62,5,0.4444444444444444,0.4,0.65,47
combined,63,1,0.5,0.5,0.4800000000000001,47
combined,63,2,0.8,0.8,0.23999999999999996,47
combined,63,3,0.6666666666666666,0.65,0.39999999999999997,47
combined,63,4,0.4444444444444444,0.4,0.6000000000000001,47
combined,63,5,0.6666666666666666,0.625,0.325,47
combined,64,1,0.5,0.5,0.48,47
combined,64,2,0.5,0.5,0.48,47
combined,64,3,0.6666666666666666,0.625,0.45,47
combined,64,4,0.5555555555555556,0.55,0.6749999999999999,47
combined,64,5,0.5555555555555556,0.525,0.6000000000000001,47
combined,65,1,0.4,0.4,0.44000000000000006,47
combined,65,2,0.5,0.5,0.6799999999999999,47
combined,65,3,0.5555555555555556,0.5,0.5499999999999999,47
combined,65,4,0.4444444444444444,0.4,0.45000000000000007,47
combined,65,5,0.5555555555555556,0.525,0.45,47
combined,66,1,0.4,0.4,0.28,47
combined,66,2,0.5,0.5,0.72,47
combined,66,3,0.5555555555555556,0.525,0.4,47
combined,66,4,0.5555555555555556,0.525,0.4,47
combined,66,5,0.4444444444444444,0.4,0.45000000000000007,47
combined,67,1,0.4,0.4,0.4,47
combined,67,2,0.4,0.4,0.6400000000000001,47
combined,67,3,0.6666666666666666,0.65,0.25,47
combined,67,4,0.6666666666666666,0.65,0.30000000000000004,47
combined,67,5,0.4444444444444444,0.4,0.4,47
combined,68,1,0.4,0.4,0.38,47
combined,68,2,0.5,0.5,0.6400000000000001,47
combined,68,3,0.6666666666666666,0.65,0.25,47
combined,68,4,0.5555555555555556,0.55,0.30000000000000004,47
combined,68,5,0.4444444444444444,0.4,0.4,47
combined,69,1,0.3,0.3,0.56,47
combined,69,2,0.5,0.5,0.6799999999999999,47
combined,69,3,0.3333333333333333,0.325,0.6,47
combined,69,4,0.4444444444444444,0.4,0.5,47
combined,69,5,0.5555555555555556,0.525,0.45,47
combined,70,1,0.5,0.5,0.44000000000000006,47
combined,70,2,0.4,0.4,0.6400000000000001,47
combined,70,3,0.4444444444444444,0.45,0.6,47
combined,70,4,0.4444444444444444,0.4,0.4,47
combined,70,5,0.4444444444444444,0.4,0.4,47
combined,71,1,0.5,0.5,0.44000000000000006,47
combined,71,2,0.4,0.4,0.76,47
combined,71,3,0.4444444444444444,0.5,0.39999999999999997,47
combined,71,4,0.4444444444444444,0.4,0.5,47
combined,71,5,0.4444444444444444,0.4,0.4,47
combined,72,1,0.5,0.5,0.44000000000000006,47
combined,72,2,0.4,0.4,0.6799999999999999,47
combined,72,3,0.5555555555555556,0.575,0.15,47
combined,72,4,0.4444444444444444,0.4,0.35,47
combined,72,5,0.4444444444444444,0.4,0.4,47
combined,73,1,0.5,0.5,0.32,47
combined,73,2,0.5,0.5,0.36,47
combined,73,3,0.5555555555555556,0.525,0.55,47
combined,73,4,0.6666666666666666,0.675,0.725,47
combined,73,5,0.6666666666666666,0.65,0.1,47
combined,74,1,0.4,0.4,0.4,47
combined,74,2,0.4,0.4,0.6799999999999999,47
combined,74,3,0.4444444444444444,0.45,0.55,47
combined,74,4,0.6666666666666666,0.675,0.35000000000000003,47
combined,74,5,0.7777777777777778,0.775,0.35000000000000003,47
combined,75,1,0.5,0.5,0.44000000000000006,47
combined,75,2,0.4,0.4,0.56,47
combined,75,3,0.4444444444444444,0.5,0.5,47
combined,75,4,0.4444444444444444,0.4,0.45,47
combined,75,5,0.4444444444444444,0.4,0.55,47
combined,76,1,0.4,0.4,0.31999999999999995,47
combined,76,2,0.4,0.4,0.56,47
combined,76,3,0.5555555555555556,0.55,0.35,47
combined,76,4,0.5555555555555556,0.525,0.5,47
combined,76,5,0.3333333333333333,0.3,0.5,47
combined,77,1,0.4,0.4,0.4,47
combined,77,2,0.5,0.5,0.6000000000000001,47
combined,77,3,0.5555555555555556,0.55,0.3,47
combined,77,4,0.6666666666666666,0.65,0.575,47
combined,77,5,0.3333333333333333,0.3,0.4,47
combined,78,1,0.3,0.3,0.92,47
combined,78,2,0.4,0.4,0.6799999999999999,47
combined,78,3,0.4444444444444444,0.5,0.3,47
combined,78,4,0.5555555555555556,0.55,0.45,47
combined,78,5,0.3333333333333333,0.3,0.7500000000000001,47
combined,79,1,0.4,0.4,0.64,47
combined,79,2,0.3,0.3,0.56,47
combined,79,3,0.4444444444444444,0.5,0.55,47
combined,79,4,0.5555555555555556,0.575,0.5,47
combined,79,5,0.3333333333333333,0.3,0.25,47
combined,80,1,0.4,0.4,0.6,47
combined,80,2,0.4,0.4,0.52,47
combined,80,3,0.5555555555555556,0.575,0.44999999999999996,47
combined,80,4,0.3333333333333333,0.3,0.6249999999999999,47
combined,80,5,0.3333333333333333,0.3,0.6499999999999999,47
combined,81,1,0.8,0.8,0.24,47
combined,81,2,0.4,0.4,0.4,47
combined,81,3,0.5555555555555556,0.525,0.65,47
combined,81,4,0.6666666666666666,0.65,0.7,47
combined,81,5,0.6666666666666666,0.675,0.7,47
combined,82,1,0.4,0.4,0.48,47
combined,82,2,0.4,0.4,0.72,47
combined,82,3,0.4444444444444444,0.425,0.44999999999999996,47
combined,82,4,0.4444444444444444,0.4,0.35000000000000003,47
combined,82,5,0.5555555555555556,0.55,0.5,47
combined,83,1,0.4,0.4,0.28,47
combined,83,2,0.5,0.5,0.56,47
combined,83,3,0.4444444444444444,0.425,0.5,47
combined,83,4,0.4444444444444444,0.4,0.5,47
combined,83,5,0.3333333333333333,0.3,0.5,47
combined,84,1,0.4,0.4,0.28,47
combined,84,2,0.6,0.6000000000000001,0.36,47
combined,84,3,0.4444444444444444,0.45,0.39999999999999997,47
combined,84,4,0.6666666666666666,0.65,0.55,47
combined,84,5,0.3333333333333333,0.3,0.55,47
combined,85,1,0.4,0.4,0.84,47
combined,85,2,0.4,0.4,0.6,47
combined,85,3,0.4444444444444444,0.5,0.39999999999999997,47
combined,85,4,0.5555555555555556,0.525,0.4,47
combined,85,5,0.3333333333333333,0.3,0.6499999999999999,47
combined,86,1,0.2,0.2,0.8,47
combined,86,2,0.4,0.4,0.72,47
combined,86,3,0.4444444444444444,0.5,0.7,47
combined,86,4,0.6666666666666666,0.675,0.4,47
combined,86,5,0.2222222222222222,0.2,0.25,47
combined,87,1,0.4,0.4,0.52,47
combined,87,2,0.5,0.5,0.6,47
combined,87,3,0.4444444444444444,0.5,0.3,47
combined,87,4,0.3333333333333333,0.3,0.49999999999999994,47
combined,87,5,0.3333333333333333,0.3,0.6499999999999999,47
combined,88,1,0.5,0.5,0.4,47
combined,88,2,0.5,0.5,0.52,47
combined,88,3,0.4444444444444444,0.425,0.4,47
combined,88,4,0.4444444444444444,0.4,0.6,47
combined,88,5,0.6666666666666666,0.675,0.5,47
combined,89,1,0.3,0.3,0.48,47
combined,89,2,0.5,0.5,0.56,47
combined,89,3,0.4444444444444444,0.45,0.49999999999999994,47
combined,89,4,0.4444444444444444,0.4,0.55,47
combined,89,5,0.5555555555555556,0.525,0.4,47
combined,90,1,0.3,0.3,0.44000000000000006,47
combined,90,2,0.6,0.6000000000000001,0.52,47
combined,90,3,0.3333333333333333,0.325,0.55,47
combined,90,4,0.5555555555555556,0.525,0.4,47
combined,90,5,0.4444444444444444,0.425,0.55,47
combined,91,1,0.4,0.4,0.8400000000000001,47
combined,91,2,0.5,0.5,0.52,47
combined,91,3,0.4444444444444444,0.45,0.5,47
combined,91,4,0.5555555555555556,0.525,0.425,47
combined,91,5,0.3333333333333333,0.3,0.6,47
combined,92,1,0.2,0.2,0.68,47
combined,92,2,0.4,0.4,0.6000000000000001,47
combined,92,3,0.4444444444444444,0.5,0.55,47
combined,92,4,0.5555555555555556,0.575,0.35000000000000003,47
combined,92,5,0.3333333333333333,0.325,0.675,47
combined,93,1,0.5,0.5,0.8,47
combined,93,2,0.5,0.5,0.76,47
combined,93,3,0.6666666666666666,0.7,0.35,47
combined,93,4,0.5555555555555556,0.55,0.4,47
combined,93,5,0.3333333333333333,0.325,0.325,47
combined,94,1,0.5,0.5,0.8400000000000001,47
combined,94,2,0.5,0.5,0.72,47
combined,94,3,0.6666666666666666,0.7,0.35,47
combined,94,4,0.5555555555555556,0.55,0.4,47
combined,94,5,0.3333333333333333,0.325,0.325,47
combined,95,1,0.3,0.3,0.6,47
combined,95,2,0.3,0.30000000000000004,0.6799999999999999,47
combined,95,3,0.4444444444444444,0.45,0.7,47
combined,95,4,0.3333333333333333,0.35,0.5,47
combined,95,5,0.4444444444444444,0.425,0.55,47
combined,96,1,0.5,0.5,0.6,47
combined,96,2,0.3,0.30000000000000004,0.6,47
combined,96,3,0.3333333333333333,0.325,0.7,47
combined,96,4,0.5555555555555556,0.525,0.42500000000000004,47
combined,96,5,0.4444444444444444,0.425,0.6000000000000001,47
combined,97,1,0.5,0.5,0.76,47
combined,97,2,0.4,0.4,0.6399999999999999,47
combined,97,3,0.4444444444444444,0.5,0.55,47
combined,97,4,0.5555555555555556,0.575,0.49999999999999994,47
combined,97,5,0.4444444444444444,0.425,0.6000000000000001,47
combined,98,1,0.5,0.5,0.6800000000000002,47
combined,98,2,0.4,0.4,0.5599999999999999,47
combined,98,3,0.4444444444444444,0.5,0.4,47
combined,98,4,0.5555555555555556,0.55,0.35000000000000003,47
combined,98,5,0.3333333333333333,0.325,0.6000000000000001,47
combined,99,1,0.3,0.3,0.52,47
combined,99,2,0.5,0.5,0.64,47
combined,99,3,0.3333333333333333,0.35,0.6,47
combined,99,4,0.5555555555555556,0.525,0.5,47
combined,99,5,0.5555555555555556,0.55,0.55,47
combined,100,1,0.5,0.5,0.44,47
combined,100,2,0.5,0.5,0.6,47
combined,100,3,0.4444444444444444,0.475,0.55,47
combined,100,4,0.5555555555555556,0.575,0.5,47
combined,100,5,0.4444444444444444,0.425,0.47500000000000003,47
combined,101,1,0.5,0.5,0.56,47
combined,101,2,0.5,0.5,0.6,47
combined,101,3,0.4444444444444444,0.5,0.55,47
combined,101,4,0.3333333333333333,0.35,0.6000000000000001,47
combined,101,5,0.4444444444444444,0.425,0.6500000000000001,47
combined,102,1,0.6,0.6,0.36,47
combined,102,2,0.5,0.5,0.36,47
combined,102,3,0.6666666666666666,0.7,0.44999999999999996,47
combined,102,4,0.5555555555555556,0.525,0.39999999999999997,47
combined,102,5,0.3333333333333333,0.325,0.4,47
combined,103,1,0.5,0.5,0.52,47
combined,103,2,0.3,0.3,0.6,47
combined,103,3,0.4444444444444444,0.5,0.75,47
combined,103,4,0.3333333333333333,0.3,0.4,47
combined,103,5,0.5555555555555556,0.525,0.625,47
combined,104,1,0.5,0.5,0.48,47
combined,104,2,0.5,0.5,0.56,47
combined,104,3,0.4444444444444444,0.5,0.3,47
combined,104,4,0.5555555555555556,0.525,0.35000000000000003,47
combined,104,5,0.4444444444444444,0.4,0.55,47
combined,105,1,0.4,0.4,0.52,47
combined,105,2,0.4,0.4,0.6,47
combined,105,3,0.4444444444444444,0.475,0.6,47
combined,105,4,0.4444444444444444,0.4,0.5,47
combined,105,5,0.2222222222222222,0.2,0.6499999999999999,47
combined,106,1,0.3,0.3,0.64,47
combined,106,2,0.5,0.5,0.72,47
combined,106,3,0.2222222222222222,0.225,0.65,47
combined,106,4,0.4444444444444444,0.4,0.45,47
combined,106,5,0.3333333333333333,0.3,0.6499999999999999,47
combined,107,1,0.5,0.5,0.52,47
combined,107,2,0.5,0.5,0.44,47
combined,107,3,0.1111111111111111,0.1,0.8,47
combined,107,4,0.5555555555555556,0.525,0.5,47
combined,107,5,0.5555555555555556,0.5,0.65,47
combined,108,1,0.6,0.6,0.36,47
combined,108,2,0.4,0.4,0.52,47
combined,108,3,0.6666666666666666,0.7,0.44999999999999996,47
combined,108,4,0.5555555555555556,0.55,0.45000000000000007,47
combined,108,5,0.5555555555555556,0.55,0.5,47
combined,109,1,0.5,0.5,0.24000000000000002,47
combined,109,2,0.5,0.5,0.68,47
combined,109,3,0.4444444444444444,0.475,0.39999999999999997,47
combined,109,4,0.4444444444444444,0.425,0.5499999999999999,47
combined,109,5,0.5555555555555556,0.525,0.45,47
combined,110,1,0.7,0.7,0.2,47
combined,110,2,0.5,0.5,0.4,47
combined,110,3,0.5555555555555556,0.6,0.45,47
combined,110,4,0.6666666666666666,0.675,0.325,47
combined,110,5,0.5555555555555556,0.525,0.45,47
combined,111,1,0.4,0.4,0.48,47
combined,111,2,0.5,0.5,0.6799999999999999,47
combined,111,3,0.4444444444444444,0.425,0.55,47
combined,111,4,0.4444444444444444,0.4,0.37500000000000006,47
combined,111,5,0.5555555555555556,0.525,0.55,47
combined,112,1,0.4,0.4,0.48,47
combined,112,2,0.5,0.5,0.6,47
combined,112,3,0.4444444444444444,0.475,0.65,47
combined,112,4,0.4444444444444444,0.4,0.35000000000000003,47
combined,112,5,0.3333333333333333,0.3,0.6499999999999999,47
combined,113,1,0.5,0.5,0.15999999999999998,47
combined,113,2,0.5,0.5,0.6000000000000001,47
combined,113,3,0.4444444444444444,0.45,0.45,47
combined,113,4,0.5555555555555556,0.55,0.35000000000000003,47
combined,113,5,0.4444444444444444,0.45,0.5,47
combined,114,1,0.7,0.7,0.15999999999999998,47
combined,114,2,0.4,0.4,0.7200000000000001,47
combined,114,3,0.5555555555555556,0.575,0.49999999999999994,47
combined,114,4,0.6666666666666666,0.675,0.4,47
combined,114,5,0.5555555555555556,0.55,0.5,47
combined,115,1,0.4,0.4,0.52,47
combined,115,2,0.4,0.4,0.72,47
combined,115,3,0.3333333333333333,0.35,0.7,47
combined,115,4,0.4444444444444444,0.425,0.45000000000000007,47
combined,115,5,0.4444444444444444,0.4,0.45,47
combined,116,1,0.4,0.4,0.4,47
combined,116,2,0.3,0.3,0.28,47
combined,116,3,0.5555555555555556,0.6,0.5,47
combined,116,4,0.6666666666666666,0.675,0.2,47
combined,116,5,0.5555555555555556,0.525,0.5,47
combined,117,1,0.4,0.4,0.48,47
combined,117,2,0.4,0.4,0.8,47
combined,117,3,0.4444444444444444,0.5,0.55,47
combined,117,4,0.4444444444444444,0.4,0.65,47
combined,117,5,0.3333333333333333,0.325,0.6,47
combined,118,1,0.4,0.4,0.6799999999999999,47
combined,118,2,0.6,0.6000000000000001,0.36,47
combined,118,3,0.4444444444444444,0.5,0.5,47
combined,118,4,0.4444444444444444,0.425,0.65,47
combined,118,5,0.3333333333333333,0.3,0.6499999999999999,47
combined,119,1,0.6,0.6000000000000001,0.2,47
combined,119,2,0.6,0.6,0.52,47
combined,119,3,0.5555555555555556,0.55,0.35,47
combined,119,4,0.6666666666666666,0.7,0.5,47
combined,119,5,0.6666666666666666,0.65,0.4,47
combined,120,1,0.7,0.7,0.09999999999999998,47
combined,120,2,0.4,0.4,0.72,47
combined,120,3,0.5555555555555556,0.575,0.35,47
combined,120,4,0.6666666666666666,0.675,0.45000000000000007,47
combined,120,5,0.5555555555555556,0.55,0.4,47
combined,121,1,0.5,0.5,0.76,47
combined,121,2,0.3,0.30000000000000004,0.8,47
combined,121,3,0.4444444444444444,0.475,0.2,47
combined,121,4,0.6666666666666666,0.675,0.35000000000000003,47
combined,121,5,0.5555555555555556,0.525,0.475,47
combined,122,1,0.5,0.5,0.44000000000000006,47
combined,122,2,0.3,0.3,0.92,47
combined,122,3,0.4444444444444444,0.475,0.55,47
combined,122,4,0.4444444444444444,0.4,0.45000000000000007,47
combined,122,5,0.4444444444444444,0.425,0.55,47
combined,123,1,0.4,0.4,0.4,47
combined,123,2,0.2,0.2,0.92,47
combined,123,3,0.4444444444444444,0.5,0.65,47
combined,123,4,0.2222222222222222,0.2,0.9,47
combined,123,5,0.4444444444444444,0.425,0.6,47
combined,124,1,0.3,0.3,0.72,47
combined,124,2,0.3,0.30000000000000004,0.8,47
combined,124,3,0.4444444444444444,0.5,0.35,47
combined,124,4,0.2222222222222222,0.2,0.625,47
combined,124,5,0.2222222222222222,0.2,0.6499999999999999,47
combined,125,1,0.5,0.5,0.36000000000000004,47
combined,125,2,0.2,0.2,0.8,47
combined,125,3,0.4444444444444444,0.5,0.3,47
combined,125,4,0.5555555555555556,0.575,0.45000000000000007,47
combined,125,5,0.4444444444444444,0.45,0.55,47
combined,126,1,0.5,0.5,0.28,47
combined,126,2,0.4,0.4,0.72,47
combined,126,3,0.4444444444444444,0.5,0.75,47
combined,126,4,0.5555555555555556,0.6,0.6,47
combined,126,5,0.4444444444444444,0.475,0.6000000000000001,47
combined,127,1,0.5,0.5,0.44,47
combined,127,2,0.5,0.5,0.68,47
combined,127,3,0.4444444444444444,0.5,0.19999999999999998,47
combined,127,4,0.4444444444444444,0.475,0.55,47
combined,127,5,0.4444444444444444,0.45,0.5,47
combined,128,1,0.5,0.5,0.76,47
combined,128,2,0.5,0.5,0.7600000000000001,47
combined,128,3,0.4444444444444444,0.5,0.7,47
combined,128,4,0.4444444444444444,0.475,0.45,47
combined,128,5,0.4444444444444444,0.45,0.7,47
